CustomerID,Age,Gender,Tenure,Service_Internet,Service_Phone,Service_TV,Contract,PaymentMethod,MonthlyCharges,TotalCharges,StreamingMovies,StreamingMusic,OnlineSecurity,TechSupport,Monthly_Tenure_Ratio,Phone_Internet_Both,TotalCharges_Age_Ratio,Uses_Streaming
1981,43.0,1,33,1,1,1,0,2,104.27,3426.84,0,0,0,0,3.0667647058823526,1,77.88272727272728,0
2643,56.0,1,42,0,0,1,0,0,98.92,4154.29,0,1,0,0,2.30046511627907,0,72.88228070175438,1
155,31.0,0,9,1,1,1,1,2,59.38,539.63,0,1,0,0,5.938000000000001,1,16.8634375,1
961,59.0,1,4,1,0,1,0,2,40.27,150.77,1,0,0,0,8.054,0,2.5128333333333335,1
1570,20.0,0,38,1,0,1,0,2,32.71,1252.05,1,0,0,0,0.8387179487179487,0,59.62142857142857,1
2251,36.0,0,2,1,1,1,1,2,109.69,226.49,1,0,1,0,36.56333333333333,1,6.121351351351351,1
353,60.0,1,69,1,1,1,0,2,34.01,2341.93,1,0,1,0,0.4858571428571428,1,38.39229508196721,1
2630,56.0,1,66,1,0,1,0,3,56.68,3728.95,1,0,1,1,0.8459701492537314,0,65.42017543859649,1
2191,29.0,1,19,1,1,0,0,1,30.79,594.41,0,0,0,0,1.5394999999999999,1,19.813666666666666,0
409,46.0,0,11,0,1,0,0,0,85.68,939.98,1,0,0,1,7.140000000000001,0,19.999574468085108,1
767,34.0,0,4,1,0,1,0,2,44.08,180.04,1,1,1,1,8.815999999999999,0,5.144,1
1775,43.0,0,15,0,1,1,0,3,53.27,790.93,1,0,1,0,3.329375,0,17.975681818181815,1
157,21.0,1,48,0,0,1,0,2,80.21,2132.26,1,1,0,0,1.636938775510204,0,96.9209090909091,1
1954,34.0,0,37,1,1,1,0,1,21.0,787.98,0,1,0,1,0.5526315789473685,1,22.513714285714286,1
1946,48.0,0,7,1,0,1,1,3,94.21,664.59,0,0,0,0,11.77625,0,13.563061224489797,0
3664,48.0,1,57,1,1,0,0,0,108.2,6175.56,0,1,0,0,1.8655172413793104,1,126.03183673469388,1
3278,62.0,1,1,0,1,1,0,3,25.43,24.65,0,1,1,0,12.715,0,0.39126984126984127,1
2213,24.0,0,43,1,0,0,1,1,61.9,2662.64,1,1,0,1,1.4068181818181817,0,106.5056,1
916,32.0,0,62,1,0,1,1,2,67.85,4193.18,1,0,0,1,1.076984126984127,0,127.06606060606062,1
2009,23.0,1,49,0,1,0,1,2,88.66,4347.0,1,1,1,1,1.7731999999999999,0,181.125,1
3038,19.0,1,26,1,0,1,2,2,103.82,2694.37,1,1,1,0,3.845185185185185,0,134.7185,1
2247,19.0,1,65,1,1,0,0,0,44.43,2879.65,0,1,0,1,0.6731818181818182,1,143.98250000000002,1
2692,50.0,0,43,1,1,0,0,0,103.48,4444.33,1,1,0,0,2.351818181818182,1,87.14372549019608,1
2207,37.0,1,29,0,1,1,0,2,98.51,2865.7,1,0,0,1,3.283666666666667,0,75.41315789473684,1
2026,54.0,1,52,1,1,1,0,3,117.58,6129.34,1,1,1,1,2.218490566037736,1,111.44254545454545,1
735,55.0,1,65,0,0,1,2,2,43.55,2824.58,0,0,0,1,0.6598484848484848,0,50.43892857142857,0
1670,52.0,0,47,0,1,0,1,0,28.23,1303.47,1,1,0,1,0.588125,0,24.593773584905662,1
84,44.0,0,57,1,1,0,0,1,21.07,1202.63,0,1,0,1,0.3632758620689655,1,26.725111111111115,1
1854,66.0,0,36,1,0,1,0,0,66.31,2377.4,1,0,0,0,1.7921621621621622,0,35.48358208955224,1
2429,43.0,0,33,1,1,1,2,2,80.51,2669.23,1,1,0,0,2.3679411764705884,1,60.66431818181818,1
71,58.0,1,38,1,0,0,0,2,42.98,1620.84,0,1,0,0,1.102051282051282,0,27.47186440677966,1
454,29.0,1,6,0,1,1,2,2,51.82,313.62,1,0,1,0,7.402857142857143,0,10.454,1
605,30.0,1,68,1,0,1,1,3,96.14,6545.82,0,1,0,0,1.3933333333333333,0,211.15548387096774,1
3443,34.0,1,31,1,1,1,0,1,21.64,685.84,1,1,1,0,0.67625,1,19.595428571428574,1
3246,27.0,1,71,1,1,1,0,1,38.61,2730.15,0,0,0,0,0.53625,1,97.50535714285715,0
3340,55.0,0,12,0,1,1,0,2,42.06,496.36,1,0,0,1,3.2353846153846155,0,8.86357142857143,1
1761,59.0,0,10,1,1,1,2,1,57.91,582.33,0,1,0,0,5.264545454545455,1,9.7055,1
2300,57.0,0,30,1,1,0,1,2,27.76,827.69,0,1,0,0,0.895483870967742,1,14.270517241379311,1
1204,24.0,1,59,0,1,0,1,0,47.64,2803.49,0,1,1,1,0.794,0,112.13959999999999,1
306,44.0,0,35,1,1,1,1,2,55.43,1944.72,0,0,0,0,1.5397222222222222,1,43.216,0
2823,57.0,1,28,0,1,0,0,0,54.69,1547.0,0,1,1,1,1.8858620689655172,0,26.67241379310345,1
2852,69.0,0,66,1,0,1,1,1,53.62,3538.38,0,1,1,1,0.8002985074626865,0,50.54828571428572,1
1074,33.0,1,54,1,1,0,0,2,92.03,4980.49,0,0,0,0,1.6732727272727272,1,146.48499999999999,0
2606,44.0,1,65,1,0,0,0,2,52.21,3403.5,1,1,0,0,0.791060606060606,0,75.63333333333334,1
149,28.0,0,19,1,1,1,0,0,39.86,762.47,0,1,1,1,1.9929999999999999,1,26.29206896551724,1
186,62.0,0,56,0,1,1,0,3,116.28,6526.76,1,1,1,0,2.04,0,103.59936507936509,1
2114,40.0,0,66,0,1,0,0,2,42.79,2835.47,1,1,0,1,0.6386567164179104,0,69.15780487804878,1
2182,65.0,1,30,1,1,1,2,2,62.54,1875.46,0,0,0,0,2.01741935483871,1,28.416060606060608,0
1482,53.0,0,1,0,0,0,2,2,94.9,102.55,0,0,0,1,47.45,0,1.899074074074074,0
3353,27.0,1,69,0,0,1,0,1,83.66,5763.23,0,1,0,0,1.195142857142857,0,205.82964285714283,1
1866,61.0,0,17,0,0,1,0,3,115.67,2132.26,0,0,0,0,6.426111111111111,0,34.39129032258065,0
697,20.0,0,58,0,1,0,0,1,33.09,1921.48,1,0,0,0,0.5608474576271187,0,91.49904761904762,1
2597,50.0,0,39,0,1,0,0,2,61.07,2355.46,1,1,0,1,1.52675,0,46.18549019607843,1
3732,68.0,0,32,1,1,0,0,2,65.33,2098.13,1,0,0,1,1.9796969696969697,1,30.407681159420292,1
2048,34.0,0,26,0,0,1,2,2,109.64,2843.02,1,0,0,0,4.060740740740741,0,81.22914285714286,1
2365,44.0,1,42,0,1,0,2,1,78.33,3283.02,0,0,0,1,1.821627906976744,0,72.956,0
286,51.0,1,28,0,1,0,0,3,75.6,2140.43,0,0,0,0,2.606896551724138,0,41.16211538461538,0
656,42.0,1,56,1,1,0,2,3,40.38,2253.59,0,1,1,1,0.708421052631579,1,52.40906976744186,1
2443,58.0,0,9,1,0,1,1,2,82.85,750.24,1,1,1,0,8.285,0,12.71593220338983,1
2265,26.0,0,9,1,1,1,2,2,104.66,949.78,1,1,1,1,10.466,1,35.17703703703704,1
1760,45.0,1,45,0,0,1,1,2,24.12,1068.61,1,0,1,1,0.5243478260869565,0,23.23065217391304,1
2489,47.0,0,70,0,1,1,0,3,50.12,3520.48,0,1,0,0,0.7059154929577465,0,73.34333333333333,1
1077,31.0,0,2,1,1,1,2,2,43.77,101.38,1,0,0,0,14.590000000000002,1,3.168125,1
1900,23.0,0,28,1,1,1,2,2,20.42,570.3,0,0,0,1,0.7041379310344829,1,23.7625,0
1743,50.0,0,39,0,0,1,0,1,42.27,1625.71,1,1,0,0,1.05675,0,31.87666666666667,1
850,48.0,1,22,1,1,1,0,0,61.42,1359.93,1,1,1,0,2.670434782608696,1,27.753673469387756,1
529,68.0,1,46,0,1,1,0,0,117.81,5429.34,0,0,0,0,2.506595744680851,0,78.68608695652173,0
711,55.0,0,26,1,1,1,2,3,79.32,2054.97,0,1,1,1,2.9377777777777774,1,36.69589285714285,1
2120,37.0,1,31,1,1,0,0,2,20.48,631.3,0,1,0,1,0.64,1,16.61315789473684,1
2542,59.0,0,52,1,0,1,1,3,37.84,1956.85,1,1,0,0,0.7139622641509434,0,32.61416666666666,1
2353,56.0,0,15,1,0,0,2,1,25.27,370.5,1,1,1,1,1.579375,0,6.5,1
1480,39.0,0,55,1,1,0,0,1,34.59,1893.91,0,0,0,0,0.6176785714285715,1,47.347750000000005,0
1003,52.0,1,34,1,1,1,0,1,42.74,1447.8,0,1,1,1,1.2211428571428573,1,27.316981132075473,1
3648,59.0,0,60,1,1,1,0,3,52.52,3142.7,1,1,1,0,0.860983606557377,1,52.37833333333333,1
3012,24.0,0,64,1,1,1,1,2,46.28,2954.77,0,0,0,0,0.712,1,118.1908,0
1150,65.0,1,5,1,1,1,0,1,22.73,112.69,0,0,1,0,3.7883333333333336,1,1.7074242424242423,0
3622,20.0,1,26,0,1,0,0,0,75.4,1973.43,1,0,0,1,2.7925925925925927,0,93.97285714285715,1
1292,23.0,0,36,0,1,0,0,3,27.62,997.67,0,1,0,0,0.7464864864864865,0,41.569583333333334,1
3673,47.0,1,13,0,0,0,2,3,57.03,745.1,1,1,0,1,4.073571428571428,0,15.522916666666667,1
1932,25.0,0,36,0,1,0,0,2,102.99,3729.82,0,1,1,0,2.783513513513513,0,143.45461538461538,1
1177,21.0,0,38,1,0,1,1,0,77.43,2928.64,1,1,0,0,1.9853846153846155,0,133.12,1
703,28.0,0,22,1,1,1,1,2,33.59,757.37,0,0,0,1,1.4604347826086959,1,26.116206896551724,0
1587,24.0,1,59,1,1,1,0,0,31.76,1867.28,0,1,1,0,0.5293333333333333,1,74.6912,1
1207,21.0,1,40,1,1,1,0,2,108.88,4355.53,1,0,0,0,2.6556097560975607,1,197.97863636363635,1
1314,42.0,1,50,1,1,1,0,2,56.18,2803.4,0,1,1,1,1.1015686274509804,1,65.19534883720931,1
2657,47.0,0,23,1,1,0,0,2,61.28,1417.46,0,1,1,0,2.5533333333333332,1,29.530416666666667,1
3663,32.0,0,43,1,1,0,0,2,80.72,3477.6,0,1,0,1,1.8345454545454545,1,105.38181818181818,1
877,35.0,1,57,0,1,0,2,3,67.79,3867.66,1,1,0,1,1.168793103448276,0,107.435,1
1734,45.0,1,16,0,1,1,1,0,82.73,1330.47,0,0,0,1,4.866470588235295,0,28.92326086956522,0
3551,68.0,0,23,0,0,1,2,3,51.78,1215.13,1,0,0,1,2.1575,0,17.61057971014493,1
2742,39.0,1,8,1,1,0,1,3,40.38,332.1,0,1,1,0,4.486666666666667,1,8.3025,1
898,60.0,1,21,1,1,1,0,0,97.76,2060.07,1,1,0,0,4.443636363636364,1,33.7716393442623,1
3235,44.0,0,13,1,0,1,2,3,25.25,319.38,0,0,1,0,1.8035714285714286,0,7.097333333333333,0
1810,41.0,1,34,1,1,1,0,3,77.96,2627.85,1,1,1,1,2.2274285714285713,1,62.56785714285714,1
1323,51.0,0,65,1,1,1,2,1,65.62,4257.71,1,0,0,1,0.9942424242424243,1,81.87903846153846,1
254,21.0,0,42,1,1,1,0,2,107.08,4485.4,1,0,0,1,2.490232558139535,1,203.88181818181818,1
462,29.0,0,49,1,1,0,1,3,48.36,2374.15,0,1,0,0,0.9672,1,79.13833333333334,1
1571,45.0,0,29,0,0,1,1,2,95.82,2774.19,1,1,1,0,3.194,0,60.30847826086956,1
1059,44.0,0,56,0,1,0,0,0,46.72,2621.84,1,1,0,0,0.8196491228070175,0,58.263111111111115,1
870,23.0,1,19,0,1,1,0,3,109.46,2074.55,1,0,0,0,5.473,0,86.43958333333335,1
3325,34.0,0,64,1,0,0,0,2,90.65,5814.62,0,1,0,0,1.3946153846153848,0,166.132,1
2713,45.0,0,43,0,0,0,2,2,52.69,2278.96,1,1,0,0,1.1975,0,49.54260869565218,1
764,64.0,0,62,1,1,1,1,2,97.19,6032.23,0,1,1,1,1.5426984126984127,1,92.80353846153845,1
2258,37.0,1,50,0,1,1,1,0,108.75,5443.37,1,0,0,0,2.1323529411764706,0,143.24657894736842,1
401,58.0,0,25,1,0,1,0,2,78.63,1961.89,0,0,1,0,3.024230769230769,0,33.25237288135593,0
2936,38.0,1,69,0,1,0,0,2,47.88,3305.86,0,0,0,0,0.684,0,84.76564102564103,0
3483,64.0,0,30,1,0,0,0,2,64.69,1943.44,1,1,1,1,2.0867741935483872,0,29.899076923076922,1
726,18.0,0,71,1,1,1,0,2,29.12,2076.39,1,1,1,1,0.40444444444444444,1,109.2836842105263,1
1767,48.0,0,1,1,0,0,0,1,41.9,40.61,0,0,0,0,20.95,0,0.8287755102040816,0
1646,64.0,1,50,1,0,1,0,2,101.33,5060.93,0,0,1,1,1.9868627450980392,0,77.86046153846155,0
3293,66.0,0,19,1,1,0,1,2,114.96,2195.05,1,1,0,1,5.747999999999999,1,32.76194029850747,1
2078,42.0,0,17,1,1,1,2,3,117.53,1988.8,1,1,0,0,6.529444444444445,1,46.25116279069767,1
3153,64.0,1,6,1,1,1,1,1,113.61,692.16,0,0,0,0,16.23,1,10.648615384615384,0
578,50.0,1,39,1,1,1,1,1,57.23,2239.19,1,0,0,1,1.43075,1,43.905686274509804,1
2575,44.0,0,15,1,1,0,2,2,62.48,933.52,0,1,1,0,3.905,1,20.744888888888887,1
1230,40.0,0,62,1,1,0,0,1,112.53,6975.85,0,1,1,0,1.786190476190476,1,170.14268292682928,1
2909,50.0,0,20,0,0,1,2,2,88.6,1779.7,0,1,0,1,4.219047619047619,0,34.89607843137255,1
691,53.0,0,20,1,1,0,1,1,31.25,634.04,1,0,0,0,1.4880952380952381,1,11.74148148148148,1
2095,36.0,0,1,1,1,0,2,2,30.8,30.6,1,0,0,1,15.4,1,0.827027027027027,1
2165,19.0,1,67,0,1,1,0,2,21.0,1415.66,1,1,0,0,0.3088235294117647,0,70.783,1
2174,44.0,1,41,1,0,0,0,2,58.44,2383.01,0,0,1,0,1.3914285714285715,0,52.95577777777778,0
11,23.0,0,38,0,1,1,0,0,29.13,1096.12,0,1,0,0,0.7469230769230769,0,45.67166666666666,1
2652,69.0,0,71,1,1,1,0,2,75.94,5382.39,0,1,0,0,1.0547222222222221,1,76.89128571428571,1
543,54.0,0,3,1,0,1,2,2,50.77,153.07,0,1,0,0,12.6925,0,2.783090909090909,1
3507,52.0,0,68,0,0,1,0,2,79.63,5402.26,1,0,1,1,1.1540579710144927,0,101.92943396226416,1
3589,54.0,1,66,1,1,1,1,2,22.86,1494.24,1,0,0,1,0.34119402985074626,1,27.168,1
164,48.0,0,30,1,1,1,0,0,28.69,857.04,0,1,0,0,0.925483870967742,1,17.49061224489796,1
1234,59.0,0,60,1,1,1,2,2,57.93,3468.76,1,0,1,1,0.949672131147541,1,57.81266666666667,1
564,54.0,1,58,1,1,0,1,1,104.38,6062.59,0,1,1,0,1.7691525423728813,1,110.2289090909091,1
973,66.0,1,9,1,1,0,1,3,34.93,316.19,0,1,1,0,3.493,1,4.719253731343284,1
2303,57.0,0,43,1,0,0,0,3,104.09,4469.01,1,0,0,0,2.365681818181818,0,77.05189655172414,1
861,66.0,1,56,0,1,0,1,3,54.22,3058.55,0,1,0,1,0.9512280701754385,0,45.650000000000006,1
668,59.0,1,61,1,1,0,0,1,106.06,6467.56,0,1,1,0,1.7106451612903226,1,107.79266666666668,1
324,34.0,1,49,0,0,0,2,3,26.7,1323.67,0,0,1,1,0.534,0,37.81914285714286,0
2007,37.0,0,50,1,1,1,2,2,27.23,1357.25,0,0,0,0,0.533921568627451,1,35.7171052631579,0
570,62.0,0,41,1,0,0,2,1,42.35,1744.09,0,0,1,1,1.0083333333333333,0,27.683968253968253,0
2664,44.0,0,69,1,0,0,1,0,108.45,2132.26,1,0,0,0,1.5492857142857144,0,47.38355555555556,1
345,37.0,1,3,0,0,0,0,2,43.27,122.93,1,1,1,0,10.8175,0,3.2350000000000003,1
2743,44.0,1,33,1,0,0,2,2,64.03,2108.31,0,0,0,0,1.8832352941176471,0,46.85133333333333,0
3234,67.0,0,1,1,1,0,0,2,36.09,37.06,1,1,1,1,18.045,1,0.545,1
2770,66.0,1,4,1,0,1,0,3,95.61,380.22,0,1,1,0,19.122,0,5.674925373134329,1
347,62.0,0,16,0,1,0,1,1,22.11,372.24,0,0,0,0,1.3005882352941176,0,5.908571428571428,0
820,44.0,0,69,1,0,1,0,1,119.61,2132.26,1,0,0,0,1.7087142857142856,0,47.38355555555556,1
1676,65.0,1,70,1,1,0,0,2,108.44,2132.26,1,0,0,1,1.5273239436619719,1,32.3069696969697,1
688,19.0,1,25,1,1,1,1,2,66.94,1675.32,0,1,0,1,2.5746153846153845,1,83.76599999999999,1
2592,59.0,1,55,1,1,1,0,2,116.16,6374.75,0,0,1,0,2.0742857142857143,1,106.24583333333334,0
1616,21.0,1,37,1,0,1,0,0,110.13,4067.35,0,1,0,1,2.898157894736842,0,184.87954545454545,1
37,30.0,1,5,1,1,0,0,2,88.84,446.58,1,1,0,0,14.806666666666667,1,14.405806451612902,1
252,29.0,0,15,0,1,1,0,2,98.44,1456.51,0,0,0,0,6.1525,0,48.550333333333334,0
2268,49.0,1,55,1,0,1,0,2,116.49,6409.14,1,1,0,0,2.080178571428571,0,128.18280000000001,1
1004,44.0,0,6,1,1,0,2,3,66.18,379.91,1,1,0,0,9.454285714285716,1,8.442444444444446,1
466,35.0,0,14,1,1,1,1,1,114.33,1596.14,0,0,0,1,7.622,1,44.33722222222222,0
2719,39.0,1,11,1,1,1,0,1,117.47,1283.3,1,1,0,1,9.789166666666667,1,32.082499999999996,1
394,67.0,1,2,0,1,0,1,2,70.61,142.1,1,1,0,0,23.536666666666665,0,2.0897058823529413,1
1471,33.0,1,14,1,1,1,2,0,91.49,1294.83,1,1,0,0,6.099333333333333,1,38.08323529411764,1
31,54.0,1,59,1,0,1,1,2,35.75,2126.59,0,0,1,1,0.5958333333333333,0,38.66527272727273,0
922,33.0,1,8,0,1,0,1,2,105.72,840.58,1,1,1,1,11.746666666666666,0,24.722941176470588,1
2693,69.0,0,20,1,1,1,0,2,82.92,1667.57,0,1,1,1,3.948571428571429,1,23.82242857142857,1
3437,59.0,0,29,1,1,0,0,1,115.75,3374.81,0,0,0,0,3.8583333333333334,1,56.246833333333335,0
565,44.0,0,4,1,1,1,0,2,51.95,217.2,0,1,0,0,10.39,1,4.826666666666666,1
3156,50.0,1,51,1,1,1,1,2,85.65,4370.93,1,0,0,0,1.6471153846153848,1,85.70450980392157,1
2568,51.0,1,65,1,1,1,2,3,30.09,1965.98,1,1,1,0,0.45590909090909093,1,37.807307692307695,1
1001,27.0,1,67,0,0,1,0,2,47.92,3208.21,1,0,0,0,0.7047058823529412,0,114.57892857142858,1
433,36.0,1,65,1,1,1,0,2,60.53,3942.01,1,0,0,1,0.9171212121212121,1,106.54081081081081,1
1421,41.0,1,53,1,1,1,0,3,73.99,3914.75,0,1,0,1,1.3701851851851852,1,93.20833333333333,1
413,60.0,0,8,1,1,1,2,2,28.36,217.65,1,1,0,1,3.151111111111111,1,3.568032786885246,1
6,64.0,1,18,1,0,0,0,2,31.59,563.1,0,0,0,1,1.6626315789473685,0,8.663076923076924,0
257,43.0,1,37,1,1,1,1,1,65.87,2426.97,0,1,0,0,1.733421052631579,1,55.15840909090909,1
2752,53.0,1,58,0,1,0,0,3,26.72,1541.48,1,0,1,1,0.45288135593220336,0,28.545925925925925,1
2127,49.0,0,67,1,1,1,1,2,34.61,2320.05,0,0,1,0,0.5089705882352941,1,46.401,0
2843,49.0,1,4,1,1,0,2,3,47.08,198.38,0,1,0,1,9.416,1,3.9676,1
1702,63.0,0,25,1,0,0,0,1,26.36,670.45,0,1,0,0,1.0138461538461538,0,10.47578125,1
1377,45.0,0,36,1,1,0,2,3,108.21,3916.03,0,0,0,0,2.9245945945945944,1,85.13108695652174,0
2005,36.0,0,66,0,1,1,0,2,53.5,3532.24,1,1,1,1,0.7985074626865671,0,95.46594594594595,1
3574,38.0,0,61,0,0,0,2,0,85.84,5226.0,0,0,0,0,1.384516129032258,0,134.0,0
1483,53.0,1,24,1,1,0,2,2,31.1,741.92,1,1,0,0,1.244,1,13.739259259259258,1
2383,45.0,1,6,1,1,0,0,1,30.35,172.76,1,0,0,0,4.335714285714286,1,3.755652173913043,1
2462,19.0,1,70,1,1,0,0,1,37.71,2635.97,1,0,0,0,0.5311267605633803,1,131.7985,1
1796,52.0,1,18,1,1,1,0,2,81.8,1475.92,0,1,0,0,4.3052631578947365,1,27.84754716981132,1
1197,31.0,0,65,0,1,1,2,3,30.09,1953.3,1,1,1,0,0.45590909090909093,0,61.040625,1
2347,36.0,1,40,1,1,0,0,0,104.43,4183.39,0,0,0,1,2.5470731707317076,1,113.06459459459461,0
918,35.0,0,58,1,1,1,0,2,68.79,3969.82,1,1,1,0,1.1659322033898307,1,110.27277777777778,1
2194,46.0,0,47,1,0,1,2,3,94.01,4429.08,1,1,0,0,1.9585416666666668,0,94.23574468085106,1
868,56.0,0,36,1,1,1,0,3,71.4,2571.12,0,1,0,1,1.9297297297297298,1,45.10736842105263,1
3624,21.0,0,13,1,1,0,2,0,97.83,1277.83,1,0,0,1,6.987857142857143,1,58.083181818181814,1
1450,49.0,1,10,1,1,1,2,2,95.86,958.66,1,0,0,0,8.714545454545455,1,19.173199999999998,1
1942,44.0,0,7,1,1,0,2,0,94.22,646.18,0,0,1,0,11.7775,1,14.359555555555554,0
175,41.0,0,47,1,0,1,0,1,104.1,4896.82,1,1,0,1,2.1687499999999997,0,116.59095238095237,1
1559,24.0,1,62,1,1,0,0,2,114.43,7104.76,1,1,1,0,1.8163492063492064,1,284.1904,1
1442,44.0,1,21,1,0,1,2,3,41.27,873.13,1,1,0,0,1.875909090909091,0,19.40288888888889,1
2763,28.0,1,39,1,1,1,0,2,103.88,4063.6,1,1,0,0,2.597,1,140.12413793103448,1
1896,68.0,1,23,1,1,0,0,3,76.67,1761.77,1,1,1,0,3.1945833333333336,1,25.53289855072464,1
388,28.0,0,56,1,1,1,0,2,33.46,1866.79,0,0,1,0,0.5870175438596491,1,64.37206896551724,0
3492,56.0,0,37,0,1,1,1,0,51.54,1892.21,1,0,0,1,1.3563157894736841,0,33.196666666666665,1
3358,18.0,0,41,1,1,0,1,1,22.95,940.32,0,0,1,0,0.5464285714285714,1,49.490526315789474,0
3158,26.0,0,54,1,1,1,0,2,24.65,1329.47,1,0,0,0,0.4481818181818182,1,49.23962962962963,1
1,38.0,0,38,1,0,0,1,2,50.61,1932.98,1,0,0,0,1.2976923076923077,0,49.563589743589745,1
2660,32.0,1,24,1,1,1,0,2,108.06,2586.67,0,0,0,0,4.3224,1,78.3839393939394,0
2945,44.0,1,46,1,1,0,0,2,36.77,1668.28,0,0,0,0,0.782340425531915,1,37.07288888888889,0
2477,45.0,0,35,1,1,0,2,2,116.6,4072.24,0,0,0,1,3.238888888888889,1,88.52695652173912,0
2674,32.0,1,25,0,1,0,0,1,109.3,2725.64,1,0,1,0,4.203846153846154,0,82.59515151515151,1
1456,44.0,1,67,1,0,1,1,2,23.55,1570.95,0,0,1,1,0.3463235294117647,0,34.910000000000004,0
64,19.0,1,52,1,1,1,2,0,47.36,2457.17,0,0,0,0,0.8935849056603773,1,122.8585,0
2482,58.0,0,10,1,1,0,0,2,26.78,259.19,0,0,1,0,2.4345454545454546,1,4.393050847457627,0
2059,69.0,0,10,0,1,1,0,3,92.9,944.27,0,0,0,0,8.445454545454545,0,13.489571428571429,0
3320,30.0,0,60,1,1,1,2,1,52.63,3169.36,1,1,0,0,0.8627868852459016,1,102.2374193548387,1
1766,59.0,0,45,1,1,1,0,2,26.16,1187.43,1,1,1,1,0.568695652173913,1,19.7905,1
2110,22.0,0,2,1,1,1,0,2,62.17,113.53,0,1,0,1,20.723333333333333,1,4.93608695652174,1
1495,61.0,0,57,1,1,0,0,0,49.59,2804.34,1,1,0,0,0.8550000000000001,1,45.23129032258065,1
2932,68.0,0,32,1,1,1,0,3,64.31,2072.01,0,0,0,1,1.948787878787879,1,30.029130434782612,0
3241,44.0,1,11,0,0,0,0,3,106.39,1160.53,1,0,0,1,8.865833333333333,0,25.789555555555555,1
1737,29.0,0,58,1,0,0,0,2,47.3,2741.22,0,1,0,0,0.8016949152542372,0,91.374,1
1135,57.0,0,15,1,1,1,1,0,59.42,900.35,1,0,0,1,3.71375,1,15.523275862068965,1
2832,32.0,1,17,1,1,1,0,1,33.02,565.91,1,1,1,1,1.8344444444444445,1,17.14878787878788,1
2673,42.0,0,19,0,1,0,2,3,36.08,680.91,1,1,0,0,1.8039999999999998,0,15.835116279069767,1
293,21.0,1,53,0,0,0,2,2,32.68,1758.97,0,0,0,0,0.6051851851851852,0,79.95318181818182,0
619,38.0,1,52,1,1,1,1,0,20.59,1068.4,0,1,0,1,0.38849056603773585,1,27.394871794871797,1
2839,46.0,0,58,1,1,0,0,0,59.37,3428.69,0,0,1,0,1.006271186440678,1,72.95085106382979,0
3331,44.0,1,43,1,1,1,2,2,50.85,2190.15,0,0,0,1,1.1556818181818183,1,48.67,0
